sep=|
Open?|Time|Days of Week|Location|Dates|CRN|Subject|Course #|Section|Campus|Credits|Course Title|Seats Remaining|Waitlist Actual|Waitlist Remaining|Instructor(s)|
false|1:50 pm - 3:15 pm|TF|ST. JOHN HALL MEZA|Jan 22, 2014 - May 13, 2014|10307|ART|1040|0|Q|3.000|CREATIVE EXERIMENTS|7|0|0|Judy   Cooperman (P)|
false|10:40 am - 12:05 pm|TF|ST. JOHN HALL MEZB|Jan 22, 2014 - May 13, 2014|11181|ART|1040|0|Q|3.000|CREATIVE EXERIMENTS|14|0|0|Jack J.  Sherman (P)|
false|10:40 am - 12:05 pm|TF|ST. JOHN HALL MEZA|Jan 22, 2014 - May 13, 2014|11353|ART|1040|0|Q|3.000|CREATIVE EXERIMENTS|12|0|0|Judy   Cooperman (P)|
false|3:25 pm - 4:50 pm|TF|LAVELLE HALL 211|Jan 22, 2014 - May 13, 2014|15074|ART|1040|175|S|3.000|CREATIVE EXERIMENTS|28|0|0|TBA|
false|9:05 am - 10:30 am|TF|ST. JOHN HALL MEZB|Jan 22, 2014 - May 13, 2014|10308|ART|1050|0|Q|3.000|DRAWING EXERIMENTS|14|0|0|Jack J.  Sherman (P)|
false|1:50 pm - 3:15 pm|TF|ST. JOHN HALL 405|Jan 22, 2014 - May 13, 2014|10309|ART|1050|0|Q|3.000|DRAWING EXERIMENTS|12|0|0|Victor Michael  Poast (P)|
false|12:15 pm - 1:40 pm|MR|ST. JOHN HALL 405|Jan 22, 2014 - May 13, 2014|11367|ART|1050|0|Q|3.000|DRAWING EXERIMENTS|6|0|0|Stephanie Navon  Jacobson (P)|
false|5:00 pm - 6:25 pm|TF|LAVELLE HALL 211|Jan 22, 2014 - May 13, 2014|16070|ART|1050|0|S|3.000|DRAWING EXERIMENTS|14|0|0|TBA|
false|9:05 am - 10:30 am|MR|ST. JOHN HALL 403|Jan 22, 2014 - May 13, 2014|12753|ART|1085|0|Q|3.000|INTRODUCTION TO HOTOGRAHY|0|0|0|Joyce A.  Malone (P)|
false|12:15 pm - 1:40 pm~12:15 pm - 1:40 pm|TF~TF|ST. JOHN HALL 316~ST. JOHN HALL 403|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|14541|ART|1085|0|Q|3.000|INTRODUCTION TO HOTOGRAHY|0|0|0|James   Pavlicovic (P)|
false|9:05 am - 10:30 am~TBA|R~ |ST. JOHN HALL MEZC~ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|10310|ART|1090|0|Q|3.000|JEWELRY DESIGN|0|0|0|Ross W.  Barbera (P)|
false|10:40 am - 12:05 pm~TBA|R~ |ST. JOHN HALL MEZC~ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|10311|ART|1090|0|Q|3.000|JEWELRY DESIGN|0|0|0|Ross W.  Barbera (P)|
false|7:30 am - 8:55 am~TBA|R~ |ST. JOHN HALL MEZC~ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|11305|ART|1090|0|Q|3.000|JEWELRY DESIGN|0|0|0|Ross W.  Barbera (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|13762|ART|1110|0|O|3.000|FOUNDATION DESIGN|998|0|0|TBA|
false|9:05 am - 11:55 am|MR|SULLIVAN HALL 222|Jan 22, 2014 - May 13, 2014|11355|ART|1115|0|Q|3.000|INTRO TO GRAHIC DESIGN II|11|0|0|George   Larkins (P)|
false|9:05 am - 11:55 am|TF|ST. JOHN HALL 405|Jan 22, 2014 - May 13, 2014|10316|ART|1130|0|Q|3.000|COLOR: THEORY AND ALICATION|12|0|0|Dan L.  Ault (P)|
false|9:05 am - 11:55 am|TF|ST. JOHN HALL 303|Jan 22, 2014 - May 13, 2014|10317|ART|1130|0|Q|3.000|COLOR: THEORY AND ALICATION|13|0|0|Annette   Cords (P)|
false|1:50 pm - 4:40 pm~TBA|W~ |SULLIVAN HALL 222~ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|14439|ART|1135|0|Q|3.000|DIGITAL MEDIA|12|0|0|Louis   DiGena (P)|
false|12:15 pm - 1:40 pm~3:25 pm - 4:50 pm|MR~MR|ST. JOHN HALL 404~ST. JOHN HALL 404|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|13225|ART|1210|0|Q|3.000|INTRODUCTION TO DRAWING II|12|0|0|John T.  Legaspi (P)|
false|2:00 pm - 4:40 pm|W|LEONIANO 211W|Jan 20, 2014 - May 08, 2014|11908|ART|1250A|R2|A|3.000|ITALIAN SKETCHBOOK|7|0|0|TBA|
false|5:00 pm - 7:50 pm~TBA|M~ |SULLIVAN HALL 207~ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|12104|ART|1280|0|Q|3.000|DIGITAL ILLUSTRATION|15|0|0|Max A.  Hergenrother (P)|
false|9:05 am - 11:55 am|MR|ST. JOHN HALL 303|Jan 22, 2014 - May 13, 2014|10314|ART|1290|0|Q|3.000|INTRODUCTION TO CARTOONING|11|0|0|Thomas M.  Kerr (P)|
false|9:05 am - 11:55 am~9:05 am - 11:55 am|TF~TF|ST. JOHN HALL 403~ST. JOHN HALL 316|Jan 22, 2014 - May 13, 2014~Jan 22, 2014 - May 13, 2014|10295|ART|1610|0|Q|3.000|HOTOGRAHY I|10|0|0|William A.  Morel (P)|
false|3:25 pm - 6:15 pm~3:25 pm - 6:15 pm|MR~MR|ST. JOHN HALL 316~ST. JOHN HALL 403|Jan 22, 2014 - May 13, 2014~Jan 22, 201
